Model,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Województwo,Rodzaj ogłoszenia,Producent,Czy cena do negocjacji,Roczny przebieg,Wiek
E Klasa,Diesel,Kombi,239000,Czarny,2000.0,Automatyczna,Niemcy,194.0,Na tylne koła,Brak danych,76000.0,Małopolskie,Prywatne,Mercedes-Benz,True,28622.754491018277,8
308,Benzyna,Kombi,266000,Srebrny,1598.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,4400.0,Dolnośląskie,Prywatne,Peugeot,True,15331.412103746477,17
E Klasa,Diesel,Sedan,200000,Niebieski,1999.0,Automatyczna,Niemcy,196.0,Na tylne koła,Brak danych,124900.0,Dolnośląskie,Prywatne,Mercedes-Benz,True,21390.37433155101,9
V50,Benzyna,Kombi,295000,Czarny,1800.0,Manualna,Brak danych,125.0,Na przednie koła,po lewej,6950.0,Łódzkie,Prywatne,Volvo,True,13817.330210772892,21
Pathfinder,Diesel,Terenowy,340000,Niebieski,2499.0,Automatyczna,Brak danych,170.0,4x4 (dołączany ręcznie),po lewej,29500.0,Mazowieckie,Prywatne,Nissan,True,18528.610354223525,18
Sorento,Diesel,SUV,260000,Brązowy – Beżowy,2000.0,Manualna,Inny,150.0,Na przednie koła,po lewej,27900.0,Pomorskie,Prywatne,Kia,False,18118.46689895482,14
Seria 3,Benzyna,Kombi,285380,Niebieski,1995.0,Manualna,Brak danych,143.0,Na tylne koła,po lewej,9000.0,Łódzkie,Prywatne,BMW,True,12221.841541755935,23
A5,Diesel,Hatchback,175000,Czarny,1996.0,Automatyczna,Dania,190.0,Na przednie koła,po lewej,82000.0,Zachodniopomorskie,Firmowe,Audi,False,23809.523809524104,7
Adam,Benzyna,Hatchback,134000,Biały,1229.0,Manualna,Brak danych,80.0,Brak danych,Brak danych,25700.0,Śląskie,Prywatne,Opel,False,11806.167400881151,11
Tiguan,Diesel,SUV,184345,Szary,2000.0,Manualna,Austria,140.0,Na przednie koła,po lewej,28900.0,Podkarpackie,Prywatne,Volkswagen,True,13808.614232209831,13
Duster,Benzyna,SUV,94000,Czarny,1200.0,Manualna,Niemcy,125.0,Na przednie koła,po lewej,44000.0,Zachodniopomorskie,Prywatne,Dacia,True,12789.115646258662,7
Seria 3,Benzyna,Kombi,198000,Niebieski,2000.0,Manualna,Polska,150.0,Na tylne koła,po lewej,6900.0,Dolnośląskie,Firmowe,BMW,True,8479.657387580333,23
Seria 3,Benzyna,Sedan,234551,Czarny,1995.0,Manualna,Niemcy,143.0,Na tylne koła,po lewej,7500.0,Łódzkie,Prywatne,BMW,True,10985.995316159297,21
Megane,Benzyna,Hatchback,280000,Czarny,2000.0,Manualna,Brak danych,135.0,Na przednie koła,po lewej,3900.0,Dolnośląskie,Firmowe,Renault,False,12527.964205816606,22
A4,Diesel,Kombi,400000,Inny kolor,3000.0,Automatyczna,Polska,240.0,4x4 (stały),po lewej,23500.0,Lubelskie,Prywatne,Audi,True,23054.755043227786,17
Corsa,LPG,Hatchback,180000,Niebieski,1400.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,15900.0,Mazowieckie,Prywatne,Opel,False,11009.174311926667,16
Octavia,Benzyna,Kombi,187000,Czarny,1400.0,Manualna,Niemcy,128.0,Na przednie koła,po lewej,19999.0,Łódzkie,Prywatne,Skoda,True,14007.490636704215,13
Corsa,Benzyna,Hatchback,132000,Niebieski,1396.0,Manualna,Brak danych,90.0,Na przednie koła,Brak danych,28900.0,Świętokrzyskie,Prywatne,Opel,False,12753.623188405909,10
A Klasa,Diesel,Hatchback,271000,Zielony,1991.0,Manualna,Polska,140.0,Na przednie koła,po lewej,7400.0,Podkarpackie,Prywatne,Mercedes-Benz,True,13316.953316953377,20
Seria 1,Benzyna,Hatchback,137000,Czarny,1598.0,Manualna,Polska,136.0,Na tylne koła,po lewej,31500.0,Dolnośląskie,Prywatne,BMW,True,11093.117408906965,12
3008,Benzyna,SUV,52000,Inny kolor,1600.0,Automatyczna,Francja,150.0,Na przednie koła,Brak danych,89900.0,Dolnośląskie,Prywatne,Peugeot,False,15522.388059701914,3
Focus,Diesel,Kombi,270000,Biały,1600.0,Manualna,Inny,95.0,Na przednie koła,po lewej,14300.0,Pomorskie,Prywatne,Ford,False,18815.33101045308,14
Megane,Diesel,Coupe,212000,Inny kolor,1896.0,Manualna,Polska,131.0,Brak danych,po lewej,16000.0,Wielkopolskie,Prywatne,Renault,False,12219.020172910727,17
Insignia,Diesel,Kombi,303000,Szary,2000.0,Automatyczna,Niemcy,130.0,Na przednie koła,po lewej,13500.0,Wielkopolskie,Firmowe,Opel,True,19739.413680781876,15
207,Benzyna,Hatchback,173000,Srebrny,1360.0,Manualna,Brak danych,90.0,Na przednie koła,po lewej,5600.0,Kujawsko-pomorskie,Prywatne,Peugeot,True,9427.792915531381,18
Primastar,Diesel,Kombi,327000,Biały,1900.0,Manualna,Polska,100.0,Na przednie koła,po lewej,12500.0,Śląskie,Prywatne,Nissan,False,16068.79606879614,20
Qashqai,Diesel,SUV,229691,Czarny,1461.0,Manualna,Polska,106.0,Na przednie koła,po lewej,17000.0,Małopolskie,Prywatne,Nissan,False,14963.58306188934,15
Leon,Diesel,Hatchback,320000,Czerwony,2000.0,Manualna,Polska,140.0,Na przednie koła,po lewej,10900.0,Wielkopolskie,Prywatne,Seat,True,16537.467700258476,19
Focus,Benzyna,Hatchback,166000,Czarny,1600.0,Manualna,Polska,100.0,Na przednie koła,po lewej,13000.0,Lubelskie,Prywatne,Ford,True,9567.723342939531,17
Megane,Benzyna,Hatchback,172000,Srebrny,1390.0,Manualna,Niemcy,98.0,Na przednie koła,po lewej,2900.0,Lubuskie,Prywatne,Renault,False,7366.167023554633,23
Focus,Diesel,Kombi,113239,Niebieski,1560.0,Manualna,Polska,95.0,Na przednie koła,po lewej,28000.0,Opolskie,Prywatne,Ford,True,10940.966183574976,10
C1,Benzyna,Hatchback,150000,Niebieski,998.0,Manualna,Polska,68.0,Brak danych,po lewej,8500.0,Śląskie,Prywatne,Citroen,True,8645.53314121042,17
Q7,Diesel,SUV,169286,Biały,2967.0,Automatyczna,Polska,286.0,4x4 (stały),po lewej,189900.0,Pomorskie,Firmowe,Audi,True,26659.21259842558,6
2,LPG,Hatchback,250000,Inny kolor,1500.0,Manualna,Brak danych,103.0,Na przednie koła,po lewej,10400.0,Małopolskie,Prywatne,Mazda,True,15290.519877675926,16
Corsa,Benzyna,Hatchback,165000,Inny kolor,1398.0,Manualna,Brak danych,90.0,Brak danych,Brak danych,3990.0,Dolnośląskie,Firmowe,Opel,True,7728.337236533991,21
5,LPG,Minivan,255000,Szary,1980.0,Manualna,Brak danych,140.0,Na przednie koła,Brak danych,3490.0,Dolnośląskie,Firmowe,Mazda,True,13896.457765667645,18
Seria 3,Diesel,Kombi,308000,Szary,2000.0,Automatyczna,Niemcy,205.0,Na tylne koła,po lewej,41900.0,Śląskie,Prywatne,BMW,True,24939.271255060914,12
Grand Cherokee,Benzyna,Terenowy,75700,Czarny,3604.0,Automatyczna,Stany Zjednoczone,290.0,4x4 (stały),po lewej,149000.0,Dolnośląskie,Prywatne,Jeep,False,17402.298850575076,4
XC 60,Diesel,SUV,145736,Szary,2000.0,Automatyczna,Brak danych,190.0,4x4 (dołączany automatycznie),po lewej,130000.0,Świętokrzyskie,Prywatne,Volvo,False,22950.55118110269,6
Octavia,Diesel,Sedan,266000,Szary,1900.0,Manualna,Polska,110.0,Na przednie koła,po lewej,6999.0,Świętokrzyskie,Firmowe,Skoda,False,11391.862955032164,23
Ranger,Diesel,Pickup,404000,Żółty – Złoty,2500.0,Manualna,Szwecja,140.0,4x4 (dołączany ręcznie),po lewej,29999.0,Zachodniopomorskie,Prywatne,Ford,False,23285.302593660064,17
H-1,Diesel,Pickup,176083,Srebrny,2500.0,Manualna,Inny,147.0,Na tylne koła,po lewej,6000.0,Małopolskie,Prywatne,Hyundai,True,7231.334702258754,24
Caddy,Diesel,Minibus,173000,Srebrny,1996.0,Automatyczna,Niemcy,140.0,Na przednie koła,po lewej,49000.0,Śląskie,Prywatne,Volkswagen,True,16714.975845410776,10
A4,Diesel,Kombi,262500,Czarny,2000.0,Manualna,Niemcy,177.0,Na przednie koła,Brak danych,33500.0,Śląskie,Prywatne,Audi,True,19662.92134831474,13
C5,Diesel,Sedan,309000,Szary,1596.0,Manualna,Francja,109.0,Brak danych,Brak danych,12500.0,Wielkopolskie,Prywatne,Citroen,False,17809.798270893465,17
C Klasa,Diesel,Kombi,406000,Brązowy – Beżowy,2148.0,Manualna,Brak danych,136.0,Na tylne koła,po lewej,15500.0,Dolnośląskie,Prywatne,Mercedes-Benz,True,23400.5763688762,17
Polo,Diesel,Hatchback,279500,Niebieski,1200.0,Manualna,Holandia,75.0,Na przednie koła,Brak danych,13900.0,Lubelskie,Prywatne,Volkswagen,False,19477.35191637643,14
Avensis,Diesel,Hatchback,409000,Żółty – Złoty,1998.0,Manualna,Polska,116.0,Na przednie koła,po lewej,6999.0,Śląskie,Prywatne,Toyota,True,18299.776286353543,22
Passat,Diesel,Kombi,320000,Szary,2000.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,8750.0,Łódzkie,Prywatne,Volkswagen,True,17438.692098092728,18
C-HR,Benzyna,SUV,45000,Czarny,1197.0,Manualna,Polska,116.0,Na przednie koła,po lewej,79000.0,Śląskie,Prywatne,Toyota,True,7086.614173228448,6
Sorento,Diesel,SUV,168100,Czarny,2199.0,Automatyczna,Niemcy,200.0,4x4 (stały),po lewej,49999.0,Zachodniopomorskie,Prywatne,Kia,False,16241.54589371995,10
Transit Connect,Diesel,Minibus,234000,Niebieski,1500.0,Manualna,Niemcy,120.0,Brak danych,Brak danych,37900.0,Wielkopolskie,Prywatne,Ford,False,28023.952095808687,8
Compass,Diesel,SUV,250000,Zielony,2000.0,Manualna,Polska,140.0,4x4 (stały),po lewej,59000.0,Łódzkie,Prywatne,Jeep,False,29940.119760479367,8
Lacetti,LPG,Hatchback,203000,Srebrny,1400.0,Manualna,Włochy,95.0,Na przednie koła,po lewej,7900.0,Podkarpackie,Prywatne,Chevrolet,True,9975.42997543002,20
XF,Diesel,Sedan,92000,Biały,1999.0,Automatyczna,Polska,180.0,4x4 (dołączany automatycznie),po lewej,76000.0,Lubelskie,Prywatne,Jaguar,False,9839.572192513464,9
S Klasa,Diesel,Sedan,270000,Czarny,3000.0,Automatyczna,Brak danych,245.0,4x4 (dołączany automatycznie),Brak danych,36900.0,Śląskie,Firmowe,Mercedes-Benz,False,15561.959654178756,17
Seria 3,Benzyna,Sedan,260000,Czarny,1995.0,Manualna,Brak danych,143.0,Brak danych,Brak danych,7990.0,Pomorskie,Firmowe,BMW,False,11633.109619686848,22
500X,Benzyna,Hatchback,73600,Biały,1600.0,Manualna,Brak danych,110.0,Brak danych,po lewej,43300.0,Kujawsko-pomorskie,Prywatne,Fiat,True,7111.111111111173,10
Qashqai,Diesel,SUV,237000,Czarny,1600.0,Manualna,Francja,130.0,Na przednie koła,po lewej,29900.0,Kujawsko-pomorskie,Firmowe,Nissan,True,19190.283400809858,12
CR-V,LPG,SUV,347000,Inny kolor,2000.0,Manualna,Brak danych,147.0,4x4 (dołączany automatycznie),po lewej,12900.0,Podkarpackie,Prywatne,Honda,True,16252.927400468454,21
Cee'd,Diesel,Kombi,180000,Czarny,1595.0,Manualna,Austria,136.0,Na przednie koła,po lewej,38500.0,Śląskie,Prywatne,Kia,True,17391.30434782624,10
A4,Diesel,Kombi,290000,Niebieski,1998.0,Automatyczna,Brak danych,190.0,4x4 (stały),po lewej,59000.0,Dolnośląskie,Prywatne,Audi,False,31016.042780748965,9
Meriva,Diesel,Minivan,293000,Srebrny,1686.0,Manualna,Niemcy,100.0,Na przednie koła,po lewej,3900.0,Mazowieckie,Prywatne,Opel,True,13723.653395784602,21
Prius,Benzyna,Hatchback,189000,Szary,1497.0,Automatyczna,Niemcy,78.0,Na przednie koła,po lewej,24900.0,Podkarpackie,Firmowe,Toyota,False,10893.37175792513,17
Focus,Benzyna,Kombi,329000,Czarny,1600.0,Manualna,Brak danych,100.0,Brak danych,Brak danych,1990.0,Dolnośląskie,Firmowe,Ford,False,15409.836065573836,21
Scenic,Diesel,Minivan,262000,Srebrny,1500.0,Manualna,Polska,110.0,Na przednie koła,po lewej,9900.0,Dolnośląskie,Firmowe,Renault,True,17068.403908794888,15
Seria 7,Diesel,Sedan,296227,Czarny,2993.0,Automatyczna,Niemcy,245.0,Na tylne koła,po lewej,46000.0,Opolskie,Prywatne,BMW,True,18117.859327217226,16
A6,Diesel,Kombi,322000,Srebrny,2700.0,Manualna,Niemcy,190.0,Na przednie koła,po lewej,29500.0,Dolnośląskie,Prywatne,Audi,True,22439.024390244045,14
A6 Allroad,Diesel,Kombi,270000,Czarny,2967.0,Automatyczna,Polska,239.0,4x4 (dołączany automatycznie),po lewej,23500.0,Małopolskie,Prywatne,Audi,False,18815.33101045308,14
Lancer,LPG,Hatchback,199000,Czerwony,1798.0,Manualna,Niemcy,143.0,Na przednie koła,po lewej,18900.0,Łódzkie,Prywatne,Mitsubishi,True,12171.253822630037,16
A4,LPG,Sedan,433000,Zielony,1781.0,Manualna,Brak danych,125.0,Brak danych,po lewej,2000.0,Mazowieckie,Prywatne,Audi,True,14266.88632619444,30
Jazz,Benzyna,Hatchback,151248,Czerwony,1244.0,Manualna,Brak danych,90.0,Na przednie koła,po lewej,13900.0,Wielkopolskie,Prywatne,Honda,False,9250.642201834913,16
Astra,Benzyna,Hatchback,190300,Czarny,1400.0,Manualna,Niemcy,100.0,Na przednie koła,po lewej,18900.0,Warmińsko-mazurskie,Prywatne,Opel,True,13261.324041811931,14
X3,Diesel,Terenowy,339600,Czarny,3000.0,Automatyczna,Brak danych,286.0,4x4 (stały),po lewej,28000.0,Lubelskie,Prywatne,BMW,False,18506.81198910091,18
Passat,Benzyna,Sedan,214200,Czarny,1400.0,Manualna,Polska,150.0,Brak danych,po lewej,35500.0,Mazowieckie,Prywatne,Volkswagen,False,29142.857142857505,7
Note,Benzyna,Hatchback,53000,Niebieski,1200.0,Manualna,Polska,80.0,Na przednie koła,Brak danych,29900.0,Warmińsko-mazurskie,Prywatne,Nissan,False,5120.772946859948,10
75,LPG,Sedan,239000,Zielony,1980.0,Manualna,Brak danych,150.0,Na przednie koła,Brak danych,2490.0,Dolnośląskie,Firmowe,Rover,True,11744.471744471797,20
Meriva,LPG,Minivan,163000,Niebieski,1800.0,Manualna,Polska,125.0,Na przednie koła,po lewej,9900.0,Wielkopolskie,Prywatne,Opel,True,8009.828009828046,20
Golf Plus,Diesel,Sedan,200000,Niebieski,1900.0,Automatyczna,Brak danych,105.0,Na przednie koła,po lewej,10500.0,Łódzkie,Prywatne,Volkswagen,False,9828.009828009872,20
Aygo,Benzyna,Hatchback,218000,Srebrny,1000.0,Manualna,Włochy,68.0,Na przednie koła,Brak danych,6500.0,Małopolskie,Firmowe,Toyota,False,10712.53071253076,20
ASX,Diesel,SUV,305000,Szary,1800.0,Manualna,Polska,150.0,4x4 (dołączany ręcznie),po lewej,26000.0,Mazowieckie,Prywatne,Mitsubishi,True,21254.355400696997,14
Aveo,LPG,Hatchback,213000,Biały,1400.0,Automatyczna,Niemcy,100.0,Na przednie koła,po lewej,9800.0,Wielkopolskie,Prywatne,Chevrolet,True,13876.221498371418,15
Seria 5,Diesel,Kombi,347000,Czarny,3000.0,Manualna,Polska,225.0,Na tylne koła,Brak danych,20900.0,Wielkopolskie,Prywatne,BMW,True,20000.000000000106,17
Superb,Diesel,Kombi,230500,Czarny,2000.0,Automatyczna,Polska,170.0,4x4 (dołączany automatycznie),po prawej,48900.0,Łódzkie,Prywatne,Skoda,True,20308.370044053027,11
Fiesta,Benzyna,Hatchback,210000,Szary,1242.0,Manualna,Niemcy,82.0,Na przednie koła,Brak danych,16500.0,Dolnośląskie,Prywatne,Ford,False,12844.036697247779,16
Ibiza,Benzyna,Hatchback,212817,Szary,1390.0,Manualna,Brak danych,63.0,Na przednie koła,po lewej,13999.0,Mazowieckie,Prywatne,Seat,True,13864.299674267184,15
A Klasa,LPG,Hatchback,169000,Srebrny,1598.0,Automatyczna,Brak danych,101.0,Na przednie koła,Brak danych,3490.0,Dolnośląskie,Firmowe,Mercedes-Benz,True,7237.687366167052,23
CC,Benzyna,Sedan,196567,Niebieski,1800.0,Manualna,Niemcy,160.0,Na przednie koła,Brak danych,24900.0,Pomorskie,Prywatne,Volkswagen,True,12805.667752443072,15
CX-7,LPG,SUV,210000,Inny kolor,2300.0,Automatyczna,Brak danych,260.0,Brak danych,po lewej,19500.0,Małopolskie,Prywatne,Mazda,True,11444.141689373353,18
Omega,Diesel,Kombi,247000,Srebrny,2198.0,Manualna,Brak danych,120.0,Brak danych,Brak danych,5990.0,Dolnośląskie,Firmowe,Opel,True,11051.454138702506,22
X6 M,Diesel,SUV,204000,Biały,3000.0,Automatyczna,Inny,460.0,4x4 (stały),po lewej,120000.0,Wielkopolskie,Firmowe,BMW,True,17973.56828193847,11
Trafic,Diesel,Minibus,59400,Biały,1987.0,Manualna,Niemcy,150.0,Brak danych,po lewej,104000.0,Wielkopolskie,Prywatne,Renault,True,11102.803738317945,5
HR-V,LPG,SUV,236000,Srebrny,1600.0,Manualna,Niemcy,105.0,Brak danych,Brak danych,3990.0,Dolnośląskie,Firmowe,Honda,False,11597.051597051648,20
A4,Diesel,Kombi,372000,Czarny,1999.0,Manualna,Brak danych,170.0,Na przednie koła,po lewej,23000.0,Śląskie,Prywatne,Audi,True,22752.293577981778,16
A Klasa,Diesel,Minivan,90000,Czarny,1991.0,Automatyczna,Brak danych,109.0,Na przednie koła,po lewej,20000.0,Mazowieckie,Prywatne,Mercedes-Benz,True,5863.192182410458,15
Rio,Benzyna,Hatchback,98953,Biały,1248.0,Manualna,Belgia,84.0,Na przednie koła,Brak danych,43500.0,Wielkopolskie,Prywatne,Kia,False,13462.993197279078,7
Jetta,Benzyna,Sedan,157000,Brązowy – Beżowy,1400.0,Manualna,Polska,122.0,Na przednie koła,po lewej,25500.0,Łódzkie,Prywatne,Volkswagen,False,13832.599118942842,11
407,LPG,Sedan,189000,Niebieski,1998.0,Manualna,Brak danych,136.0,Na przednie koła,Brak danych,6499.0,Kujawsko-pomorskie,Prywatne,Peugeot,True,9287.469287469328,20
HR-V,Benzyna,SUV,195000,Czerwony,1590.0,Manualna,Polska,105.0,4x4 (dołączany automatycznie),Brak danych,7999.0,Mazowieckie,Firmowe,Honda,False,8008.213552361426,24
A4,Diesel,Kombi,225000,Szary,2000.0,Automatyczna,Brak danych,150.0,Na przednie koła,Brak danych,72900.0,Lubelskie,Prywatne,Audi,True,30612.24489795956,7
Golf,Diesel,Hatchback,407000,Niebieski,1900.0,Manualna,Brak danych,90.0,Na przednie koła,po lewej,5000.0,Lubuskie,Prywatne,Volkswagen,True,20000.00000000009,20
Astra,Diesel,Hatchback,240000,Czarny,1600.0,Manualna,Polska,136.0,Na przednie koła,po lewej,28999.0,Wielkopolskie,Firmowe,Opel,False,25668.449197861213,9
Espace,Diesel,Minivan,306000,Inny kolor,1900.0,Manualna,Brak danych,116.0,Brak danych,Brak danych,2990.0,Śląskie,Firmowe,Renault,True,13691.27516778529,22
A3,LPG,Coupe,318000,Niebieski,1798.0,Manualna,Polska,150.0,Na przednie koła,po lewej,5500.0,Mazowieckie,Firmowe,Audi,True,11627.056672760551,27
CLK Klasa,Diesel,Coupe,327000,Srebrny,2700.0,Automatyczna,Polska,170.0,Na tylne koła,po lewej,8900.0,Dolnośląskie,Firmowe,Mercedes-Benz,True,14630.872483221536,22
Astra,Benzyna,Kombi,199000,Niebieski,1399.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,8500.0,Małopolskie,Prywatne,Opel,True,12171.253822630037,16
Seria 3,LPG,Coupe,248000,Srebrny,2498.0,Automatyczna,Brak danych,192.0,Na tylne koła,Brak danych,7990.0,Dolnośląskie,Firmowe,BMW,True,9783.037475345203,25
Octavia,Diesel,Kombi,427000,Inny kolor,1900.0,Manualna,Czechy,105.0,Na przednie koła,po lewej,12500.0,Lubelskie,Prywatne,Skoda,True,23269.754768392486,18
Tiguan,Diesel,Kombi,215000,Czarny,2000.0,Manualna,Inny,140.0,Na przednie koła,Brak danych,36700.0,Pomorskie,Prywatne,Volkswagen,True,14982.57839721264,14
Berlingo,Diesel,Minivan,269000,Szary,1600.0,Manualna,Polska,110.0,Brak danych,po lewej,24900.0,Warmińsko-mazurskie,Prywatne,Citroen,True,32215.5688622758,8
Micra,Benzyna,Kabriolet,235000,Czerwony,1600.0,Manualna,Brak danych,110.0,Brak danych,Brak danych,3900.0,Wielkopolskie,Prywatne,Nissan,True,12806.539509536848,18
C2,Diesel,Hatchback,269000,Czarny,1400.0,Manualna,Belgia,70.0,Na przednie koła,po lewej,3990.0,Mazowieckie,Firmowe,Citroen,True,12599.531615925112,21
Fabia,Benzyna,Kombi,190000,Szary,1999.0,Manualna,Polska,68.0,Na przednie koła,po lewej,3300.0,Dolnośląskie,Firmowe,Skoda,False,8899.297423887625,21
Vivaro,Diesel,Minibus,117000,Biały,2000.0,Manualna,Holandia,115.0,Na przednie koła,Brak danych,16900.0,Lubelskie,Prywatne,Opel,True,6743.515850144127,17
807,Diesel,Minivan,230000,Srebrny,1998.0,Manualna,Brak danych,136.0,Na przednie koła,po prawej,9999.0,Dolnośląskie,Prywatne,Peugeot,False,11886.30490956078,19
C5,Diesel,Sedan,264000,Czerwony,2200.0,Manualna,Polska,136.0,Na przednie koła,po lewej,3800.0,Małopolskie,Prywatne,Citroen,True,11306.20985010711,23
NV200,Diesel,Minibus,117543,Brązowy – Beżowy,1461.0,Manualna,Inny,63.0,Na przednie koła,po lewej,12000.0,Lubelskie,Prywatne,Nissan,True,7657.524429967472,15
Antara,Diesel,SUV,189000,Szary,1991.0,Automatyczna,Niemcy,150.0,4x4 (dołączany automatycznie),po lewej,18900.0,Warmińsko-mazurskie,Firmowe,Opel,False,11559.633027523,16
New Beetle,Diesel,Hatchback,249000,Niebieski,1890.0,Manualna,Brak danych,110.0,Na przednie koła,Brak danych,3990.0,Dolnośląskie,Firmowe,Volkswagen,True,10663.811563169207,23
Vectra,Diesel,Kombi,172456,Czarny,1910.0,Manualna,Polska,120.0,Na przednie koła,po lewej,7000.0,Małopolskie,Prywatne,Opel,True,9398.147138964625,18
9-3,Diesel,Sedan,269000,Srebrny,2198.0,Manualna,Brak danych,150.0,Na przednie koła,Brak danych,3490.0,Dolnośląskie,Firmowe,Saab,True,13218.673218673277,20
Meriva,Benzyna,Minivan,111694,Srebrny,1400.0,Manualna,Niemcy,140.0,Brak danych,po lewej,21900.0,Łódzkie,Prywatne,Opel,False,7276.482084690597,15
V40,LPG,Kombi,288000,Srebrny,1990.0,Automatyczna,Brak danych,180.0,Na przednie koła,po lewej,3990.0,Mazowieckie,Firmowe,Volvo,True,12334.047109207757,23
Tiguan,Benzyna,SUV,85000,Brązowy – Beżowy,1390.0,Manualna,Polska,160.0,Na przednie koła,po lewej,39900.0,Warmińsko-mazurskie,Prywatne,Volkswagen,True,6882.591093117459,12
A1,Diesel,Hatchback,150000,Brązowy – Beżowy,1600.0,Manualna,Brak danych,105.0,Brak danych,Brak danych,26900.0,Śląskie,Prywatne,Audi,True,10452.961672473934,14
Civic,Diesel,Hatchback,196000,Niebieski,1698.0,Manualna,Brak danych,100.0,Brak danych,Brak danych,3990.0,Dolnośląskie,Firmowe,Honda,True,9180.327868852499,21
Seria 3,Benzyna,Sedan,160000,Szary,3000.0,Automatyczna,Stany Zjednoczone,306.0,Na tylne koła,Brak danych,69000.0,Zachodniopomorskie,Prywatne,BMW,True,11149.825783972195,14
Seria 3,Diesel,Sedan,436000,Srebrny,1999.0,Manualna,Niemcy,150.0,Na tylne koła,po lewej,5500.0,Lubuskie,Prywatne,BMW,True,19507.829977628713,22
Tourneo Connect,Diesel,Minivan,234190,Niebieski,1490.0,Manualna,Brak danych,120.0,Brak danych,po lewej,34900.0,Wielkopolskie,Prywatne,Ford,True,28046.706586826655,8
Patrol,Diesel,Terenowy,276000,Czarny,2800.0,Manualna,Polska,170.0,4x4 (dołączany ręcznie),Brak danych,62000.0,Podkarpackie,Firmowe,Nissan,False,10474.383301707816,26
Lupo,Diesel,Coupe,310500,Srebrny,1200.0,Automatyczna,Niemcy,61.0,Na przednie koła,Brak danych,2300.0,Lubuskie,Prywatne,Volkswagen,False,12248.520710059216,25
Seria 1,Benzyna,Hatchback,237000,Czarny,1600.0,Manualna,Finlandia,116.0,Brak danych,po lewej,12000.0,Mazowieckie,Prywatne,BMW,True,13659.942363112463,17
A4,Benzyna,Kombi,282000,Czarny,2000.0,Manualna,Niemcy,211.0,4x4 (stały),po lewej,31500.0,Podkarpackie,Prywatne,Audi,True,19651.567944250997,14
X5,Diesel,SUV,305000,Niebieski,3000.0,Automatyczna,Polska,258.0,4x4 (dołączany automatycznie),Brak danych,47900.0,Mazowieckie,Prywatne,BMW,False,21254.355400696997,14
C Klasa,Diesel,Sedan,272000,Szary,1600.0,Manualna,Niemcy,116.0,Na tylne koła,po lewej,49700.0,Lubelskie,Prywatne,Mercedes-Benz,True,26280.193236715208,10
Touareg,LPG,SUV,354000,Szary,4200.0,Automatyczna,Niemcy,310.0,4x4 (dołączany ręcznie),po lewej,19500.0,Dolnośląskie,Prywatne,Volkswagen,True,16580.79625292747,21
C5,Benzyna,Sedan,170000,Biały,1600.0,Automatyczna,Niemcy,156.0,Na przednie koła,Brak danych,19900.0,Śląskie,Prywatne,Citroen,True,11074.91856677531,15
