Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,ID,Producent,Opis
 Pathfinder, 2012, Diesel, Pickup, 227 000 km, Czarny, 2 500 cm³, Nieuszkodzony, Manualna, Niemcy, 190 KM, 4x4 (dołączany ręcznie), po lewej,987412573,Nissan,
